mass_A
t	v	x	y
0.010000000000000004	1.1470505158475683	-0.4186614325339661	0.35955868333563423
0.020000000000000007	1.2262546614147942	-0.411598635524016	0.350935985610923
0.030000000000000013	1.3413908086048747	-0.40327395171296115	0.34046141568186217
0.040000000000000015	1.4291819961846985	-0.3948119369237891	0.33000900611867434
0.050000000000000024	1.5141071161219222	-0.38554364462215757	0.31804132019247605
0.059999999999999803	1.4091029988812103	-0.37605529974610047	0.3062351401011132
0.0699999999999998	1.480096772425468	-0.3678275273078101	0.29612402811779986
0.07999999999999981	1.664680649800179	-0.35707385832610117	0.28351995874773517
0.08999999999999982	1.649010479167713	-0.3463464358915262	0.27068729527152197
0.09999999999999981	1.6382124202577464	-0.3361082728950073	0.258061395322171
0.10999999999999982	1.7134261962665986	-0.3246619434508428	0.24612556159605342
0.11999999999999983	1.7703729665812051	-0.3131125639713511	0.2326541305516467
0.12999999999999984	1.8427629045115144	-0.3011643508029562	0.21963874759220242
0.13999999999999982	1.8876505321874755	-0.2882456745726268	0.20545214789359212
0.14999999999999983	1.857676104250158	-0.2754914808326542	0.19195854600054083
0.15999999999999984	1.931577724828597	-0.2623025768202983	0.17885628576554774
0.16999999999999985	1.9313848399536697	-0.2482545432225055	0.16456244714609647
0.17999999999999985	1.972887125799569	-0.23468438849241802	0.15185008956010454
0.18999999999999986	2.0582865375005506	-0.2193812371378514	0.13766922048583574
0.19999999999999984	2.1019668412508374	-0.20429866382403794	0.12407734888584299
0.20999999999999985	2.143729387523929	-0.1875687273990202	0.11018704326488094
0.22000000000000008	2.1179477227629193	-0.17114070222183142	0.09689684379193181
0.23000000000000012	2.1967711588579424	-0.15450930717207279	0.08370392115284886
0.2400000000000001	2.244244536517908	-0.13618877827579368	0.07027571642612651
0.2500000000000001	2.1793820888631528	-0.1180685936415874	0.057498429108903515
0.2600000000000001	2.182998854206081	-0.10053434669111472	0.04520294186732554
0.27000000000000013	2.322745717690705	-0.08193116251482147	0.03299782359507425
0.28000000000000014	2.328418549449479	-0.06120869244987548	0.02047336471528549
0.2900000000000001	2.2122672162917034	-0.04220187028562272	0.008703863120604893
0.3000000000000001	2.295898514322587	-0.023269905412611314	-0.00229281486436117
0.3100000000000001	2.3814589404919935	-0.0023734546805929124	-0.014146898477654601
0.3200000000000001	2.2985446169392656	0.018575424398463936	-0.025041596086704754
0.32999999999999996	2.2477436569215405	0.0387691518045461	-0.0346556496349813
0.33999999999999997	2.2986102273931315	0.05935034906704739	-0.04397162876400679
0.35000000000000014	2.307894796918662	0.08078314570088407	-0.05331758704429196
0.35999999999999993	2.2845603327639616	0.10189512145124735	-0.061873966606710185
0.37000000000000016	2.305216214377464	0.12328888265673665	-0.07007911118308424
0.37999999999999995	2.2662801504123755	0.14504694885352187	-0.07810752782585834
0.3900000000000004	2.239821335086242	0.16588506853378948	-0.08557024531809426
0.39999999999999997	2.2920189351805336	0.1874218114170093	-0.09263649433998306
0.4100000000000004	2.2773302956529977	0.20948669697819744	-0.09972080420056367
0.41999999999999993	2.2493022782011343	0.23106827207856806	-0.10565493441237978
0.4300000000000004	2.1986078139079326	0.25294592193846066	-0.11134147807695943
0.43999999999999995	2.1759243955311156	0.2737112917507891	-0.11638449176510329
0.45000000000000046	2.1328496288333567	0.2953897971739057	-0.12095273423965586
0.46	2.1027719468430184	0.3155605092767626	-0.12464657432034293
0.47	2.1034795007849505	0.3368283112047685	-0.12812974608901767
0.48	2.0929660185534416	0.35720868395568495	-0.13058626707358906
0.49	2.181509205895426	0.37840509936504674	-0.13298498946120213
0.5	2.14357867127874	0.40059023345985256	-0.13523751731197226
0.51	2.124349135197036	0.42114280654506686	-0.13637028013990588
0.52	2.110177325773015	0.4430204762902199	-0.137432555498661
0.53	2.0812967726563736	0.46332177456657586	-0.1378104173289148
0.54	2.116668962128798	0.48464478728463156	-0.13780030077522626
0.55	2.093400247232947	0.5056546590858555	-0.13760575572265216
